participant,L1,meanAccent,self_accent_perception,others_accent_perception,ReadEntropy,SpeakEntropy,HomeEntropy,WorkEntropy,SocialEntropy,age,yearsBilingual,aoa,gender,L1_current_exposure,L2_current_exposure,L3_current_exposure,L1_choose_read,L2_choose_read,L3_choose_read,L1_choose_speak,L2_choose_speak,L3_choose_speak,L1_home_use,L2_home_use,L3_home_use,L1_work_use,L2_work_use,L3_work_use,L1_social_use,L2_social_use,L3_social_use,L2_speaking_ability,L2_reading_ability,L2_writing_ability,L2_translating_ability,L2_listening_comprehension_ability,L2_pronunciation_ability,L2_fluency_ability,L2_vocabulary_ability,L2_grammatrical_ability,L2_overall_competence_ability,L1_speaking_ability,L1_reading_ability,L1_writing_ability,L1_translating_ability,L1_listening_comprehension_ability,L1_pronunciation_ability,L1_fluency_ability,L1_vocabulary_ability,L1_grammatrical_ability,L1_overall_competence_ability,meanL2ability,L2_exposure,occupation
898,French,4.5,5,4,1.36096404744368,1.37095059445467,0.591672778582327,1.48335575498169,1.54858060652285,20,4,16,Female,15,70,15,40,50,10,60,20,20,7,2,1,6,6,3,6,6,4,7,7,6,9,9,6,7,6,6,7,10,10,10,10,10,10,10,10,10,10,7,70,student
900,French,3,4,2,0.141440542541821,0.322493361860324,0,1.36096404744368,0.591672778582327,33,23,10,Female,80,19,1,98,2,0,95,4,1,7,1,1,6,5,2,7,2,1,7,9,7,7,7,7,6,6,7,7,10,10,10,10,10,10,10,10,10,10,7,19,work
901,French,1,1,1,1,1.52192809488736,0,0.918295834054489,1.39214722366453,19,15,4,Female,45,50,5,50,50,0,40,40,20,7,1,1,4,7,1,5,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,50,work/student
903,French,5.5,5,6,0.779207486310554,1.03841496705334,0.811278124459133,1.35164411515339,1.34858789601242,19,18,1,Female,30,45,25,19,80,1,60,39,1,7,3,1,4,6,2,6,6,2,6,7,6,7,9,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,6.9,45,student
905,French,5.5,5,6,0.468995593589281,1,0,0.863120568566631,1,19,8,11,Female,60,40,0,90,10,0,50,50,0,7,1,1,3,6,1,4,4,1,7,9,9,6,9,7,9,7,7,7,10,10,10,9,10,10,10,10,10,10,7.7,40,student
907,French,4,2,6,0,0.811278124459133,0.591672778582327,0,0.970950594454669,20,9,11,Male,25,75,0,100,0,0,75,25,0,7,2,1,1,7,1,7,5,1,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,9.8,75,student
908,French,2,2,2,0.881290899230693,0.721928094887362,0.918295834054489,0.970950594454669,0.994030211476957,22,21,1,Female,50,50,0,30,70,0,80,20,0,7,4,1,7,5,1,7,6,1,7,7,6,7,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.1,50,student
909,French,1.5,1,2,0.970950594454669,0.970950594454669,0.591672778582327,0,1,20,13,7,Female,25,75,0,40,60,0,40,60,0,7,2,1,1,7,1,7,7,1,10,10,10,6,10,10,10,10,10,10,7,10,10,6,10,10,10,10,10,10,9.6,75,student
910,French,4.5,5,4,0.881290899230693,0,0,0.970950594454669,1,23,14,9,Female,60,40,0,70,30,0,100,0,0,7,1,1,7,5,1,7,7,1,6,7,6,7,7,7,4,6,4,6,10,10,10,10,10,10,10,10,10,10,6,40,student
911,French,3.5,3,4,0.970950594454669,0.991760148180973,0,0.591672778582327,0.954434002924965,21,12,9,Female,20,75,5,60,40,0,75,20,5,7,1,1,2,7,1,4,6,1,9,10,9,7,10,7,9,9,10,9,10,10,10,10,10,10,10,10,10,10,8.9,75,student
912,French,1.5,1,2,0.468995593589281,1,1,0,1,21,19,2,Female,40,40,20,10,90,0,50,50,0,7,7,1,7,1,1,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,work/student
913,French,2,2,2,0.970950594454669,0.992774453987808,0.994030211476957,0.970950594454669,0.994030211476957,22,19,3,Female,50,50,0,60,40,0,45,55,0,7,6,1,5,7,1,6,7,1,9,9,7,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,9,10,8.8,50,student
914,French,5.5,5,6,0.970950594454669,0.881290899230693,0.591672778582327,1,0.970950594454669,20,12,8,Female,50,50,0,60,40,0,70,30,0,7,2,1,7,7,1,7,5,1,7,9,7,7,9,6,6,9,6,7,10,10,10,10,10,10,10,10,10,10,7.3,50,student
922,English,1,1,1,0.286396957115956,0.286396957115956,0,0.918295834054489,0.811278124459133,21,21,0,Female,30,70,0,5,95,0,5,95,0,1,7,1,4,7,1,3,7,1,10,10,10,9,10,10,10,10,10,10,7,6,4,3,9,6,4,4,3,7,9.9,70,student
924,English,5,6,4,0.141440542541821,0.0807931358959113,0,0.994030211476957,0.591672778582327,19,17,2,Female,90,10,0,98,2,0,99,1,0,7,1,1,7,6,1,7,2,1,6,7,7,7,7,6,6,6,6,7,10,10,10,10,10,10,10,10,10,10,6.5,10,student
925,English,1,1,1,0,1,1.46048468131311,0.970950594454669,1,20,17,3,Female,48,48,4,100,0,0,50,50,0,7,6,3,5,7,1,7,7,1,9,7,4,7,7,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,7.5,48,student
926,English,4.5,4,5,0.468995593589281,0,0,0.994030211476957,0.970950594454669,22,18.5,3.5,Female,50,40,10,90,10,0,100,0,0,7,1,1,7,6,1,7,5,1,7,9,7,9,9,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.6,40,work
927,English,3,3,3,0,1.15677964944704,1.06127812445913,0.918295834054489,1.29546184423832,27,22,5,Male,75,20,5,100,0,0,70,20,10,7,2,2,7,4,1,7,4,2,6,6,6,6,9,6,7,4,9,7,10,10,10,10,10,10,10,10,10,10,6.6,20,work
928,English,4.5,5,4,0.881290899230693,0.881290899230693,0.811278124459133,0.970950594454669,0.918295834054489,35,27,8,Female,70,30,0,70,30,0,70,30,0,7,3,1,7,5,1,7,4,1,4,7,4,6,6,4,6,6,4,6,10,10,10,10,10,10,10,10,10,10,5.3,30,work
929,English,3.5,3,4,1.01231427904194,1.51288762151816,1.31432048670618,0.994030211476957,1.44881563572518,24,20,4,Female,60,37,3,68,30,2,45,35,20,7,7,2,7,6,1,7,7,3,7,7,7,7,9,7,7,6,6,7,10,10,10,10,10,10,10,10,10,10,7,37,work
930,English,3,2,4,0.286396957115956,0,0.918295834054489,0.918295834054489,0.918295834054489,24,19,5,Female,80,20,0,95,5,0,100,0,0,7,4,1,4,7,1,7,4,1,7,7,4,6,7,6,6,4,3,7,10,10,10,10,10,10,10,10,10,10,5.7,20,work
931,English,1,1,1,0.721928094887362,0.811278124459133,0.591672778582327,0.591672778582327,0.970950594454669,22,22,0,Female,60,40,0,80,20,0,75,25,0,7,2,1,7,2,1,7,5,1,10,10,7,9,10,10,9,7,9,9,10,10,9,10,10,10,10,9,9,9,9,40,student
933,English,1,1,1,0,0.468995593589281,0,0.994030211476957,0.918295834054489,20,16.5,3.5,Male,85,15,0,100,0,0,90,10,0,7,1,1,7,6,1,7,4,1,7,7,4,7,7,6,7,6,4,7,10,10,10,10,10,10,10,10,10,10,6.2,15,work
936,English,6,5,7,0,0.881290899230693,0,0.863120568566631,0.811278124459133,21,16,5,Female,75,25,0,100,0,0,70,30,0,7,1,1,6,3,1,7,3,1,6,9,7,6,9,6,6,4,4,7,10,10,10,10,10,10,10,10,10,10,6.4,25,none
937,English,6.5,6,7,0,0,0,0.811278124459133,0.591672778582327,20,14.5,5.5,Male,85,15,0,100,0,0,100,0,0,7,1,1,7,3,1,7,2,1,4,9,7,7,9,4,4,3,4,4,10,10,10,10,10,10,10,10,10,10,5.5,15,student
938,English,1,1,1,0.721928094887362,0.721928094887362,0,0.991076059838222,0.811278124459133,30,22.5,7.5,Female,60,40,0,80,20,0,80,20,0,7,1,1,6,5,1,7,3,1,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6,40,student
939,English,2,2,2,0.992774453987808,0.970950594454669,0.863120568566631,0.721928094887362,0.954434002924965,20,20,0,Male,70,30,0,55,45,0,60,40,0,6,3,1,5,2,1,6,4,1,10,10,9,7,10,10,10,9,7,9,10,10,10,9,10,9,10,10,10,10,9.1,30,student
940,English,2.5,3,2,0.6098403047164,0.811278124459133,0.591672778582327,0.994030211476957,1,26,17,9,Male,50,50,0,85,15,0,75,25,0,7,2,1,6,7,1,7,7,1,7,4,4,6,7,6,6,6,4,6,10,10,10,10,10,10,10,10,10,10,5.6,50,work
942,English,6.5,6,7,0.141440542541821,0,0,0,0,27,15.5,11.5,Female,95,5,0,98,2,0,100,0,0,7,1,1,7,1,1,7,1,1,4,6,4,4,4,4,3,4,6,4,10,10,10,10,10,10,10,10,10,10,4.3,5,student
944,English,3.5,4,3,1,1,1.29546184423832,1,1.52192809488736,23,14,9,Male,40,50,10,50,50,0,50,50,0,7,4,2,7,7,1,7,7,4,9,9,9,9,9,9,9,7,7,10,10,10,10,10,10,10,10,10,10,10,8.7,50,work
945,English,4.5,3,6,0,0,0,0,0,23,17,6,Female,90,10,0,100,0,0,100,0,0,7,1,1,7,1,1,7,1,1,3,6,6,3,9,9,3,4,6,6,10,10,10,10,10,10,10,10,9,10,5.5,10,work
946,English,4.5,4,5,1.36096404744368,1.48547529722733,1.36096404744368,1.57262366389516,1.49491884823395,20,16.5,3.5,Female,55,40,5,50,40,10,50,30,20,5,6,2,5,5,4,6,5,3,7,10,10,9,10,7,9,9,10,9,10,10,10,9,10,10,10,9,9,10,9,40,student
947,English,6.5,7,6,0.468995593589281,0.934068055375491,0.591672778582327,0.994030211476957,0.970950594454669,27,22,5,Female,70,30,0,90,10,0,65,35,0,7,2,1,7,6,1,7,5,1,7,9,4,4,10,4,7,7,6,7,10,10,10,10,10,10,10,10,10,10,6.5,30,student
949,French,2.5,2,3,0.721928094887362,0.468995593589281,0,0.811278124459133,0.863120568566631,19,16,3,Male,30,70,0,80,20,0,90,10,0,7,1,1,3,7,1,3,6,1,10,7,9,9,10,10,9,7,9,10,10,10,10,10,10,10,10,10,10,10,9,70,student
950,French,1,1,1,0.468995593589281,1,0,0.591672778582327,1.36096404744368,19,19,0,Female,24,75,1,10,90,0,50,50,0,1,7,1,2,7,1,5,6,2,10,10,10,10,10,10,10,10,10,10,7,7,6,6,7,6,7,6,6,6,10,75,student
951,French,1,1,1,0.881290899230693,1,0,0.811278124459133,1,19,19,0,Female,50,50,0,30,70,0,50,50,0,1,7,1,3,7,1,7,7,1,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,9,9,10,10,10,50,NA
952,French,3,3,3,0.468995593589281,0.6098403047164,0.591672778582327,0.591672778582327,0.985228136034251,19,16,3,Male,60,40,0,90,10,0,85,15,0,7,2,1,7,2,1,5,4,1,7,10,9,7,9,6,6,7,7,7,10,10,10,10,10,10,10,10,10,10,7.5,40,student
954,French,1.5,1,2,0.468995593589281,1.5,1.49491884823395,0.970950594454669,1.43537139077453,24,21,3,Female,20,50,30,10,90,0,25,50,25,3,5,6,5,7,1,4,7,3,10,10,10,10,10,10,10,10,7,10,9,10,9,9,10,10,10,9,9,9,9.7,50,student
955,French,6,5,7,0.970950594454669,1.57095059445467,1.52192809488736,1,1.58496250072116,24,14,10,Female,60,10,30,40,60,0,40,30,30,7,4,7,7,7,1,7,7,7,9,9,9,7,10,6,9,9,10,9,10,10,10,9,10,10,10,10,10,10,8.7,10,student
957,French,5.5,7,4,1,0.970950594454669,0,0.918295834054489,0.918295834054489,22,12,10,Female,80,20,0,50,50,0,60,40,0,7,1,1,7,4,1,7,4,1,6,9,NA,6,6,6,4,4,4,4,10,10,10,7,10,10,10,10,10,10,5.444444444444445,20,work
958,French,2,2,2,1.36899559358928,1.23449779679464,0.994030211476957,0.970950594454669,1.31432048670618,18,8,10,Female,40,55,5,45,45,10,45,50,5,7,6,1,5,7,1,7,7,2,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,9,9,9,10,9.8,55,student
959,French,3,3,3,0.468995593589281,0,0,0,1,22,13,9,Female,65,35,0,90,10,0,100,0,0,7,1,1,1,7,1,7,7,1,7,7,7,7,7,7,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.8,35,student
960,French,1,1,1,0,0.921928094887362,1.45914791702724,0.591672778582327,1.29546184423832,19,14,5,Female,20,70,10,0,100,0,10,80,10,7,5,3,2,7,1,4,7,2,10,10,10,10,10,10,10,10,10,10,9,7,6,7,9,7,7,7,6,7,10,70,student
961,French,1,1,1,0.970950594454669,1,0.591672778582327,0.591672778582327,1.54858060652285,18,13,5,Female,50,50,0,40,60,0,50,50,0,7,2,1,2,7,1,6,6,4,9,10,9,7,7,7,9,9,9,10,10,10,10,9,10,10,10,10,9,10,8.6,50,student
962,French,1,1,1,1,1.36899559358928,0.994030211476957,0.811278124459133,1,21,20.5,0.5,Female,30,65,5,50,50,0,45,45,10,7,6,1,3,7,1,7,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,65,student
963,French,1,1,1,0,0.468995593589281,0.591672778582327,0,0.591672778582327,22,16.5,5.5,Female,5,95,0,0,100,0,10,90,0,2,7,1,1,7,1,2,7,1,9,9,7,9,9,9,9,7,7,9,10,10,7,10,10,10,9,7,7,9,8.4,95,work
964,French,1,1,1,1,0.881290899230693,0.591672778582327,0.591672778582327,0.918295834054489,20,18,2,Female,30,70,0,50,50,0,30,70,0,7,2,1,2,7,1,4,7,1,10,10,9,10,10,10,10,7,9,10,10,10,10,10,10,10,10,9,9,10,9.5,70,student
966,French,3.5,3,4,0.468995593589281,0.468995593589281,0,0.811278124459133,0.985228136034251,20,10,10,Female,80,15,5,90,10,0,90,10,0,7,1,1,3,7,1,5,4,1,7,9,4,7,9,7,7,7,9,9,10,10,7,10,10,10,10,10,10,10,7.5,15,student
967,French,4,3,5,0.934068055375491,0.194391857831576,0.970950594454669,0.811278124459133,0.970950594454669,20,16,4,Female,75,25,0,35,65,0,97,3,0,7,5,1,3,7,1,7,5,1,7,9,6,7,7,6,6,6,7,7,10,10,9,10,10,10,10,9,9,10,6.8,25,student
968,French,5,5,5,0.811278124459133,0.970950594454669,0.811278124459133,0.994030211476957,0.970950594454669,22,13,9,Female,60,40,0,75,25,0,60,40,0,7,3,1,7,6,1,7,5,1,9,10,9,7,10,7,9,7,9,9,10,10,10,10,10,10,10,10,10,10,8.6,40,student
970,French,2,2,2,0.811278124459133,0.970950594454669,0.591672778582327,0,0.970950594454669,27,15,12,Male,75,25,0,25,75,0,60,40,0,7,2,1,1,7,1,7,5,1,7,6,6,6,7,9,7,7,7,7,10,10,10,10,10,10,10,10,9,10,6.9,25,work/student
971,French,1,1,1,1,1.36899559358928,1.32217934551667,0,1.31432048670618,19,13,6,Male,35,55,10,50,50,0,45,45,10,5,7,2,1,7,1,7,7,2,10,10,10,7,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,10,9.7,55,student
972,French,5,5,5,0.721928094887362,0.721928094887362,0.591672778582327,1,1,22,9,13,Female,75,25,0,80,20,0,80,20,0,7,2,1,5,5,1,5,5,1,6,7,7,7,7,6,6,7,7,7,10,10,10,10,10,10,10,10,9,10,6.7,25,student
973,French,1,1,1,0.970950594454669,0.286396957115956,0.591672778582327,0.591672778582327,0.918295834054489,20,10,10,Male,10,90,0,60,40,0,5,95,0,7,2,1,2,7,1,4,7,1,10,9,9,7,9,10,10,9,9,9,10,10,10,9,10,10,10,9,10,10,9.1,90,student
974,French,1,1,1,1,0.970950594454669,0.591672778582327,0.811278124459133,1,20,13,7,Female,40,60,0,50,50,0,40,60,0,7,2,1,3,7,1,7,7,1,10,10,10,7,10,10,7,6,10,9,7,10,10,6,10,6,6,7,7,7,8.9,60,student
975,English,3.5,3,4,0,0,0.591672778582327,0.918295834054489,1.14883485428092,19,13,6,Female,75,20,5,100,0,0,100,0,0,7,1,2,5,3,1,6,2,2,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,NA,10,7,20,student
976,English,3,3,3,0,0.0807931358959113,0.811278124459133,0.985228136034251,0.591672778582327,20,15,5,Female,85,14,1,100,0,0,99,1,0,7,3,1,5,4,1,7,2,1,9,9,6,7,7,9,7,7,9,7,10,10,10,10,10,10,10,10,10,10,7.7,14,student
977,English,4,4,4,0,0.721928094887362,1.31432048670618,0,0.970950594454669,21,19.5,1.5,Female,60,35,5,100,0,0,80,20,0,7,7,2,7,1,1,7,5,1,9,7,1,7,10,7,7,7,4,9,10,10,10,10,10,10,10,10,10,10,6.8,35,work
978,English,4.5,4,5,0,0.811278124459133,0,1,0.918295834054489,20,15,5,Male,75,25,0,100,0,0,75,25,0,7,1,1,7,7,1,7,4,1,7,10,7,7,7,6,6,4,7,7,10,10,10,10,10,10,10,10,10,10,6.8,25,work
979,English,6.5,6,7,0,0,0,0.591672778582327,0.591672778582327,23,18.5,4.5,Female,90,10,0,100,0,0,100,0,0,7,1,1,7,2,1,7,2,1,4,6,3,4,7,4,4,3,3,4,10,10,10,10,10,10,10,10,10,10,4.2,10,work
980,English,6,5,7,0.194391857831576,0.141440542541821,0,0,0.591672778582327,22,13,9,Female,92,8,0,97,3,0,98,2,0,7,1,1,7,1,1,7,2,1,4,7,6,6,6,6,4,4,6,6,10,10,10,10,10,10,10,10,10,10,5.5,8,student
981,English,4,4,4,0,0.991760148180973,0.970950594454669,1.36096404744368,1.22439444540599,19,14,5,Female,75,10,15,100,0,0,75,5,20,7,1,5,6,5,2,7,2,3,4,4,3,3,6,4,3,3,4,4,10,10,10,4,10,10,10,9,9,10,3.8,10,work
982,English,4,3,5,0,0,1.32501121082418,0.918295834054489,1.5,21,16,5,Female,65,10,25,100,0,0,100,0,0,7,2,6,7,4,1,7,4,4,4,6,6,6,6,7,3,3,4,4,10,10,10,10,10,10,10,9,10,10,4.9,10,student
984,English,3.5,3,4,0,0,0,0,0.591672778582327,20,14,6,Male,95,4,1,100,0,0,100,0,0,7,1,1,7,1,1,7,2,1,4,7,7,7,7,7,4,4,7,6,10,10,10,10,10,10,10,10,10,10,6,4,student
986,English,2,2,2,1,0.881290899230693,0.918295834054489,0.591672778582327,0.811278124459133,23,23,0,Female,80,20,0,50,50,0,70,30,0,4,7,1,7,2,1,7,3,1,10,10,10,7,10,10,10,9,10,9,10,10,10,10,10,10,10,9,10,10,9.5,20,student
987,English,6.5,7,6,0.884183719779189,1.18837637173451,0,1,1.32217934551667,27,22,5,Male,60,35,5,80,15,5,60,35,5,7,1,1,6,6,1,7,5,2,7,7,6,4,7,4,7,7,4,6,10,10,10,10,10,10,10,10,10,10,5.9,35,work
988,English,6,5,7,0.921928094887362,1.52192809488736,0.970950594454669,1.56127812445913,1.31432048670618,22,22,0,Female,40,20,40,80,10,10,40,40,20,7,5,1,7,5,7,7,7,2,9,7,10,7,7,6,6,6,9,9,10,10,10,9,10,9,10,10,10,10,7.6,20,student
989,English,7,7,7,0.286396957115956,0.141440542541821,0,0.650022421648354,0.591672778582327,20,15,5,Female,85,15,0,95,5,0,98,2,0,7,1,1,6,2,1,7,2,1,4,7,6,3,9,3,4,4,6,6,10,10,10,10,10,10,10,10,10,10,5.2,15,student
990,English,4.5,4,5,0.468995593589281,0.721928094887362,0.591672778582327,0.650022421648354,0.863120568566631,26,22,4,Female,80,20,0,90,10,0,80,20,0,7,2,1,6,2,1,6,3,1,6,6,4,4,6,4,6,4,4,4,10,10,10,10,10,10,10,10,10,10,4.8,20,student
995,English,2,2,2,0.468995593589281,0.468995593589281,0.954434002924965,0.591672778582327,0.985228136034251,22,16,6,Female,65,35,0,10,90,0,10,90,0,6,4,1,7,2,1,5,4,1,7,9,7,9,9,6,6,6,7,7,10,10,9,9,10,10,10,7,9,9,7.3,35,student
996,English,5,5,5,0.286396957115956,0.286396957115956,0.591672778582327,0.811278124459133,0.918295834054489,23,17,6,Female,70,30,0,95,5,0,95,5,0,7,2,1,7,3,1,7,4,1,7,9,4,6,7,4,7,6,4,6,10,10,10,NA,10,10,10,10,10,10,6,30,work
998,English,2,2,2,0,0.286396957115956,0,0.591672778582327,0.811278124459133,21,17,4,Female,75,25,0,100,0,0,95,5,0,7,1,1,2,7,1,7,3,1,9,9,9,9,9,9,7,7,7,9,10,10,10,10,10,10,10,10,10,10,8.4,25,student
999,English,6,6,6,0.468995593589281,0.286396957115956,0,0.918295834054489,0.811278124459133,22,16,6,Female,70,30,0,90,10,0,95,5,0,7,1,1,7,4,1,7,3,1,3,6,4,4,4,4,3,3,3,3,10,10,10,10,10,10,10,10,10,10,3.7,30,student
1000,French,4,3,5,0,0.881290899230693,0.970950594454669,0.991076059838222,1,21,14,7,Female,40,60,0,0,100,0,70,30,0,7,5,1,6,5,1,6,6,1,10,10,9,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,9.7,60,student
1001,French,1.5,2,1,1,0.970950594454669,0,0.918295834054489,1,20,13,7,Female,40,60,0,50,50,0,60,40,0,7,1,1,7,4,1,7,7,1,9,10,9,9,10,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,9.3,60,student
1002,French,7,7,7,0.970950594454669,0,0.591672778582327,0.811278124459133,0.918295834054489,20,5,15,Female,60,40,0,60,40,0,100,0,0,7,2,1,3,7,1,5,3,1,4,6,4,6,7,4,4,4,4,6,10,10,10,10,10,10,10,10,10,10,4.9,40,work
1003,French,1,1,1,0,0.721928094887362,0.954434002924965,0,0.591672778582327,27,25,2,Female,10,90,0,0,100,0,20,80,0,6,4,1,1,7,1,2,7,1,9,10,10,10,10,9,10,9,9,10,9,9,7,9,10,10,9,9,9,9,9.6,90,student
1004,French,2,2,2,1.52192809488736,1.14115352787931,0.918295834054489,0.650022421648354,1,20,15,5,Male,50,40,10,40,40,20,65,30,5,5,3,1,2,6,1,4,4,1,7,9,6,9,10,4,6,6,4,7,10,10,10,10,10,10,10,10,10,10,6.8,40,student
1006,French,2,2,2,1.36096404744368,1.15677964944704,1.52623490994952,1.32501121082418,1,20,14,6,Female,30,50,20,40,50,10,70,20,10,7,5,4,6,7,2,6,6,1,7,9,9,9,10,9,9,9,9,9,10,10,9,9,10,10,10,10,9,9,8.9,50,student
1007,French,2,2,2,1,1,0,0.863120568566631,0.991076059838222,21,16,5,Female,40,60,0,50,50,0,50,50,0,7,1,1,6,3,1,6,5,1,10,10,7,9,10,7,9,9,6,9,10,10,10,10,10,10,10,10,10,10,8.6,60,student
1008,French,6,6,6,0.721928094887362,0.881290899230693,0.591672778582327,0.591672778582327,0.591672778582327,21,11,10,Female,30,70,0,80,20,0,70,30,0,7,2,1,2,7,1,7,2,1,9,9,10,7,10,6,7,9,10,9,10,10,10,10,10,10,10,10,10,10,8.6,70,student
1010,French,2.5,2,3,0.970950594454669,0.970950594454669,0.918295834054489,0.863120568566631,1,20,15,5,Female,50,50,0,60,40,0,60,40,0,5,3,1,3,6,1,4,4,1,9,10,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9.1,50,student
1011,French,2.5,3,2,0,0.721928094887362,0.591672778582327,1,1,22,12,10,Female,75,25,0,100,0,0,80,20,0,7,2,1,6,6,1,6,6,1,9,9,9,7,10,7,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.7,25,student
1013,French,6.5,7,6,0.721928094887362,0.286396957115956,0,0.591672778582327,1,20,7,13,Female,60,40,0,80,20,0,95,5,0,7,1,1,2,7,1,7,7,1,7,10,7,9,10,3,7,7,9,9,10,10,9,9,10,10,10,9,10,10,7.8,40,student
1014,French,1,1,1,1,0.468995593589281,1.32217934551667,0.811278124459133,1.34858789601242,23,18,5,Female,60,40,0,50,50,0,90,10,0,7,5,2,7,3,1,6,6,2,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,9,9,9,10,40,student
1015,French,1,1,1,1.29546184423832,1.58481870497303,1.44881563572518,1.44881563572518,1.31432048670618,19,19,0,Female,50,45,5,10,60,30,33,34,33,7,7,3,7,7,3,7,7,2,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,45,student
1016,French,6.5,6,7,0.934068055375491,0.934068055375491,0.863120568566631,0,0.811278124459133,20,12,8,Male,80,20,0,65,35,0,65,35,0,3,6,1,7,1,1,7,3,1,6,7,6,6,7,4,6,4,7,6,10,10,10,10,10,10,10,10,10,10,5.9,20,student
1017,French,6.5,6,7,0.721928094887362,0.992774453987808,0.918295834054489,0.811278124459133,0.970950594454669,31,22,9,Male,45,55,0,80,20,0,45,55,0,4,7,1,7,3,1,5,7,1,4,6,4,4,7,4,4,4,4,4,10,10,7,7,10,9,10,10,10,9,4.5,55,work
1018,French,3,3,3,0.970950594454669,0.970950594454669,0,0.954434002924965,0.954434002924965,19,12,7,Male,40,60,0,40,60,0,40,60,0,7,1,1,4,6,1,4,6,1,6,7,7,7,7,6,6,6,7,7,10,10,10,10,10,10,10,10,10,10,6.6,60,student
1019,French,1,1,1,0.970950594454669,0.970950594454669,1,0.811278124459133,0.994030211476957,32,32,0,Female,60,40,0,40,60,0,40,60,0,7,7,1,7,3,1,6,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,work
1020,French,5.5,5,6,0.970950594454669,0.970950594454669,0,0.811278124459133,0.918295834054489,23,16,7,Female,50,50,0,60,40,0,60,40,0,7,1,1,7,3,1,7,4,1,7,7,9,7,6,6,6,4,4,7,10,10,10,9,10,10,10,9,10,10,6.3,50,student
1021,French,2,2,2,0.721928094887362,1,1,0.591672778582327,0.994030211476957,21,12,9,Female,45,55,0,20,80,0,50,50,0,7,7,1,7,2,1,6,7,1,10,10,10,9,9,10,9,9,10,10,10,9,7,9,10,10,9,9,6,9,9.6,55,student
